trail,overall_rating,comment_title,ratings,comment_text
Precipice Trail,5.0,"Challenging hike, but so fun!",5.0 of 5 bubbles,"Challenging hike, but so worth it! You need to be in good shape, wear good shoes and I recommend gloves too. Take your time so as to not make a careless mistake that could end in injury. Focus on what you are doing, and not how you could easily fall. The metal bars along the way are a big help. The trail is overall very well done, could use a little help in deciphering which way to get down. We ended up having to walk along park loop road for a while."
Precipice Trail,5.0,Tackling my fear of heights,5.0 of 5 bubbles,"I was terrified to do this trail before I began. I would say I am oderately afraid of heights, far more than my hiking buddies who seemed unphased.  I talked myself up and worked up the courage and I am glad that I did. The initial portion of the trail is bouldering, then you climb about 0.6 miles up the mountain on a combination of iron ladders and rungs secured into the mountain to reach the summit. At the summit the views are breathtaking! When you are mid climb you feel very safe. I am afraid of heights, but the level of detail and intentionality put into the ladders and iron handlebars made me feel very safe.  At no point did I feel like my life was at risk. Was I super afraid before doing this trail that I almost pooped my pants? yes.  Now that I’ve done it and experienced it, Would I do this trail again?  absolutely!!  "
Precipice Trail,5.0,Don't let the weather scare you off,5.0 of 5 bubbles,"Another Acadia ""must do"" if you are in shape. We went up Precipice to Champlain, then over to Gorham Mountain and exited to the South of Thunder Hole. We walked back via Ocean Path Trail and stopped at Thunder Hole. It was a long route but was mostly a descent after Champlain so was fairly easy. We started at 7:45 on a cloudy, foggy morning and had the trail almost to ourselves. Reached the summit fairly quickly, stopped for breakfast and within 30 minutes the fog had burned off and we were rewarded with spectacular views. So don't let the weather scare you off."
Precipice Trail,5.0,Must do in Acadia,5.0 of 5 bubbles,"Amazing hike/ climb. Beautiful views from the summit. My kids (10 and 12) made it up without a problem. It had rained the day before so there were some slippery spots. Even with that, everyone loved it!! "
Precipice Trail,5.0,"Hard, dangerous and not for younger kids.",5.0 of 5 bubbles,"This was harder and more dangerous than expected.  I took my 9 year old son who is very capable and a somewhat experienced hiker.  I had to give him two or three boosts.  In hindsight, I would've waited until he was probably 12 years old.  I recommend this hike, but it is no joke and you have to be capable."
Notch Trail,4.5,Fun Time,5.0 of 5 bubbles,"We had a group of 10 which included kids aged 7,7,9,10,12, and 15. It feels like most of the trail is getting to the ladder although I’m not exactly sure if we made it to the end once on top. The ladder was fun to climb even though I have a fear of heights. I was able to walk up it more than halfway and it never felt unsafe. You can also scramble up/down a narrow dirt path to the side of the ladder if needed. I saw a couple in their 60’s who did this and said it wasn’t too bad. Once on top there are some drop offs but the ledges are fairly wide. With that said, there were a few parts were I held my 7 year old’s hand. Don’t skip this trail or Saddle Pass if you want some great views and adventure."
Notch Trail,4.5,"Best Badland Experience, Signature NPS Hike MUST DO",5.0 of 5 bubbles,"This was the most fun activity we did in Badlands.  The hike is both beautiful and challenging, and most importantly, the view at the end is simply incredible.   It has everything you came to see at Badlands NP.  There are some challenging spots both the ladder climb and the canyon edge but do not let these deter you.  Please note this is a signature hike in the NPS system for the ladder which is a woodrail ladder that begins gradual as simple steps before ending vertical like a ladder.  Truly it is not that bad, easier going up than down.  You then walk on the canyon ledge that adds some additional excitement to this hike.  "
Notch Trail,4.5,Very nice trail with a good view at the end,4.0 of 5 bubbles,"The issue with this very nice trail is that there is this ladder that scares so many people. Since there is a bottleneck at the ladder, you can go up the side (on the left, the second 'gully' closest to the ladder) and avoid having to wait for people coming down. "
Notch Trail,4.5,Fun,5.0 of 5 bubbles,"I was a bit nervous to attempt this trail even though it’s short based on what I’d read about it previously, but it was a blast! Starts out easy enough (pretty flat), and the ladder was more of a mental thing to overcome than anything. After that, you’re walking/climbing along the actual rock formations, which was super fun. Definitely recommend wearing sturdy hiking shoes; you’ll need the extra support. The biggest obstacle in the Badlands is the heat; bring extra water, keep eating, and try to go early or later in the day. The view at the end is lovely! "
Notch Trail,4.5,An Interesting Experience ,4.0 of 5 bubbles,"We really enjoyed the park and our visit to Badlands. It is truly a unique place. We stayed at Cedar Pass Lodge. The cabin was very nice. It had been recently renovated. The only problem we encountered is that there really wasn’t any place to eat. There was a cafe but the choices were very limited. We were forced to go to the town of Interior for dinner. We went to a local bar called the Wagon Wheel Bar and Grill. It was very rustic, but the service was very friendly and the limited menu had some edible food. All in all a nice experience "
Notch Trail,4.5,Nice and fun (ladder climbing) trail,5.0 of 5 bubbles,"Awesome short (2 miles) trail, but you must climb a ladder about 40 yards up (and don't forget down) to experience the whole trail. Kids with good balance and not afraid of heights will love it."
Notch Trail,4.5,"Our favorite trail, but was hard for me, but I'm not in great shape!",5.0 of 5 bubbles,"This was kind of a hard trail for me, a 56 year old big girl not in the best shape, but BOY WAS IT WORTH IT!  We went slowly and took our time, rested on some rocks here and there and NO REGRETS!  Loved the trail.  Younger folks (or those in better shape than me) would say this is not a terribly strenuous hike, but it was the toughest one I personally did while I was in the Black Hills.  Let me encourage you to try it!  If you can climb a ladder, you can do it!!   Loads of young folks were passing us, but we just slogged along and managed it well.  I loved this as I felt like I accomplished something (don't laugh at me young, fit people)....Views at the end are worth it and the trail itself is the coolest trail I've ever taken. "
Notch Trail,4.5,Overcrowded ,4.0 of 5 bubbles,Was surprisingly busy for a weekday in late October. Nice that you can hike anywhere including off trail. The biggest hang up is the log ladder about half way up the trail. It is a unique feature but people were so busy trying to get multiple photos of themselves on the ladder that it really slowed up the hike. There is a way up and down next to the ladder but it is a little steep. 
Notch Trail,4.5,Best Hike,5.0 of 5 bubbles,This is the best hike in BNP.  There is easy parking with a restroom before you head in.  There are other trails that start from same parking lot so be sure you see the sign for Notch before you start out.  The ladder is easy up and a bit complicated coming down for young children. We say kids of all ages going up and down.  The end is much closer than you think and worth making it to.  The trick is you cannot tell how far the end is so many people turn around about 100 yards short.     
Notch Trail,4.5,Read this review to find a secret path,4.0 of 5 bubbles,"Several websites said that this is the best hike in Badlands National Park, so we decide to do it. It is rated as moderate to strenuous. There is ladder that you are supposed to climb to get to the top of cliff but we couldn't really use it to get up as there was a line of people waiting to get down. Everyone should know that this ladder or climb to the top of the cliff is entirely unnecessary. You can easily walk along the dry river bed and get to the outlook. Conversely, the National Park Service could put in a set of stairs to the tops to avoid the silliness."
Coopers Rock State Forest,4.5,We won't go back,1.0 of 5 bubbles,"We stayed at the campground here on July 7th. I would not recommend this campground for anyone, especially if you have a big rig. The road in is very narrow and there are NO BERMS. You literally have white knuckles the entire time, hoping no cars are coming the other way. We wanted to use the dump station and fill up with water since all they have is electric.  The dump station is backward.  You have to go all the way through the park and come back from the opposite direction to use it. We finally got to our back in site, but could not back in. They had a large 5th wheel with truck in a site directly across from ours and there was no way to make the turn to back in. So we pulled in and had to stretch the electric cord under the motorhome. We got plugged in and set up. They advertise 30 amp, but there is no way we had 30 amp. My milk curdled and my potato salad spoiled in my fridge. We weren't even running the air. . We stayed one night , then left in a 40 ft. mitorhome."
Coopers Rock State Forest,4.5,Calming and tranquil ,5.0 of 5 bubbles,Beautiful scenery at the overlook and calming forest all around. You can feel the stress leaving you as you walk through the woods.
Coopers Rock State Forest,4.5,Possibly the Most Fantastic Place in WV!,5.0 of 5 bubbles,"What a view!!!!  And the way it is made is amazing.  Lots of room to look out over the hills and sky and river.  If you go out all the way the rock is slanted, adds to the experience.  "
Coopers Rock State Forest,4.5,Amazing views,4.0 of 5 bubbles,Absolutely amazing views and hiking trails.  There were several trails to choose from but each one was very crowded.  We did go on a Saturday in October to enjoy the fabulous fall colors and apparently everyone else had the same idea.  You could see for miles at the top of the trails.  There was plenty of places to stop and picnic.  Parking was difficult.  There were cars parked all over the roadway because the lots were full.  Every single person we came across was pleasant and mindful of how busy it was and that we were all out trying to enjoy the day.  Will return!
Coopers Rock State Forest,4.5,Beautiful views,5.0 of 5 bubbles,"We meet our grown children at this park and camped at one of the rugged campsites for 2 nights.  The park is just beautiful!  There are lots of trails to hike and the views are amazing! Parking is a challenge at some of the trail heads, we had to walk a little way down a road to actually start a hike. Don't miss the overlook, it is worth the crowd.  The campsites are very nice, big enough for 2 large tents & the bathrooms are clean. We arrived late on a Friday and were told no worries, just stop at the camp office the next day.  We will certainly be back."
Coopers Rock State Forest,4.5,Breathtaking views of WV,4.0 of 5 bubbles,"I hadn’t been to Coopers Rock since I was a small child. Back then, there was a lack of appreciation for the natural beauty that this destination has to offer.   As I stepped out onto the natural rock shelf and saw the breathtaking panoramic view it took my breath away!  There are also hiking trails under the rock shelf with ginormous rock formations to meander through.  I loved this park!!"
Coopers Rock State Forest,4.5,Beautiful overlook. Interesting rock caves! ,5.0 of 5 bubbles,"Haven been to many overlooks in PA, NJ, NY, Virginia, etc. we were pleasantly surprised by the views at Coopers Rock State Forest. West Virginia is just lovely. However when we walked around we found some caves and wondered if bear or other animals actually live in them. Does anyone know?? Perhaps they are in too public of an area for animals to dwell. I have included some photos. The caves are near Underlook Trail"
Coopers Rock State Forest,4.5,Free State Park with Views and Rocks,5.0 of 5 bubbles,Offers stunning views and some hiking opportunities.
Coopers Rock State Forest,4.5,Great place,5.0 of 5 bubbles,"Rock City is great, and they actually have two of them, with the unmarked one near the overlook better than the marked one.  The trails are in very good shape and are generally well marked.  The strange exception to the well marked trails is that they're not marked near the overlook/trading post.  Also, the handout map is hard to read and not correct, but the permanent maps at kiosks are spot on.  Take a photo of one of those maps and use that."
Coopers Rock State Forest,4.5,Almost Heaven ,5.0 of 5 bubbles,"Is this what John Denver sang about ""Almost Heaven, West Virginia"". Cooper's Rock State Forest was established in 1936 and it encompasses almost 13,000 acres. The Civilian Conservation Corp (CCC) developed this area for the enjoyment of visitors. There are about 22 hiking trails and two campgrounds. Interesting thing is that a blast furnace was built here around 1834 that employed about 200 workers and produced about four tons of pig iron a day. They had about 100 dwellings with a store, church, and school. Hard work for sure. The have a nice trading post with many unique items. Great people to talk with."
Tuolumne Meadows,4.5,All buttoned up,5.0 of 5 bubbles,"We enjoyed a hike in the meadows area after the seasonal closure of the visitor center.  As expected, nothing was open.  But we enjoyed the views & the beginnings of fall color."
Tuolumne Meadows,4.5,Unreal,5.0 of 5 bubbles,"We were lucky enough to practically have the place all to ourselves. When we arrived a small group of people were just leaving and for the couple of hours that we stayed walking around the meadow, there was nobody else in sight. Very peaceful and serene. The views are postcard amazing. It started raining a little bit but just lasted for around 10 minutes. You can imagine our senses of sight, hearing and smell were to the max. Unforgettable experience."
Tuolumne Meadows,4.5,Beautiful views of Tuolomne Meadows,5.0 of 5 bubbles,We had a great visit going up to the Meadows and hiking LAmbert Dome.  What a beautiful set of views.  Caught crazy flash flood rain and hail on the night of Sept 12th on our way back at about 5 pm!  beautiful and a bit scary too.
Tuolumne Meadows,4.5,P A C I F I C /  C R E S T  /  T R A I L,5.0 of 5 bubbles,"Folks, Another Redeeming Feature of this stop is the Crossover of the Pacific Crest Trail! For casual visitors this is an accessible hike to say you been on this 2,653 mile gem. Even though 70 miles of the PCT are within Yosemite, few day trippers and East Coasters have the ability to hike it. Here is your chance!! Stop the car and hike a small section up to Soda Springs or beyond. Its flat, scenic and alpine quality are magical. BONUS TIP:  The PCT and the famous John Muir Trail overlap right here in the Meadow! 2 famous trails for price of one."
Tuolumne Meadows,4.5,Easy and scenic,5.0 of 5 bubbles,Beautiful area and easy place for a nice walk. Lots of people unfortunately but we had a nice lunch spot to ourselves by a stream. We only walked to soda springs (was nice and easy after clouds rest) but found it worth it!
Tuolumne Meadows,4.5,i love it!!!,5.0 of 5 bubbles,it's a great place to get away from crowds and just have fun! the campsites are awesome nad it has a really fun river to swim in that everyone can enjoy!
Tuolumne Meadows,4.5,Dont just visit the Valley,5.0 of 5 bubbles,"We had gone to the valley a couple of years previously and thoroughly enjoyed it. But this time, we had to go through the Tioga Pass en route from East to West on our tour. The pass itself was stunning but when we reached the Meadows, we asked for advice at the ranger station about where to go to eat our lunch. He suggested Pothole Dome which is reached by a short walk from the road and which not only offers 360 degree views around the immediate area but right over the park as far as Half Dome. Absolutely stunning."
Tuolumne Meadows,4.5,Pothole Dome Tuolumne Meadows,5.0 of 5 bubbles,"There is an entrance fee as you enter Yosemite National Park, but no additional fee for any hikes."
Tuolumne Meadows,4.5,Tuolumne Meadows - close to heaven,5.0 of 5 bubbles,"Many people, even in California, do not know about this area of Yosemite National Park.  It is High Country, on the Eastern side of the park.  The Altitude is about 8600 ft., nearer to 9000 ft. at the Tioga Pass entrance (reached from the 395).  The Tuolumne river meanders through the broad meadow.  Granite domes are sprinkled around.  You can scramble up one, like Pothole dome, and get spectacular views, and no crowds.  The air has a wonderful clarity. You can stay here only in summer, but you can visit it until snow closes the road (120/Tioga Rd.) and I really like it in fall.  There are many wonderful hikes of varying difficulty.  In fact, if you aren't used to altitude, it's best to do easier hikes the first day or two.  Moseying down the Lyell fork is gorgeous and easy.  Wandering the meadow and visiting Soda Springs are easy and spectacular activities. (The springs sort of look like water on Mars, since the soil is so red.) We also exited the park and went down to Mono Lake and to the ghost town of Bodie.  Both are very well worth it.  Mono Lake looks like it's on another planet, at sunset it is a real spectacle. This area is volcanic and the geology is fascinating. In summer, there is often a program of live music at the Mobil station in Lee Vining -- and the Mobil's Whoa Nelly Deli also offers very good food.  So check bulletin boards for the evening the music will be there. And if you like beer, try the 395 IPA--especially the juniper/sage brew."
Tuolumne Meadows,4.5,River and Meadow,4.0 of 5 bubbles,"We tried coming here to avoid the smoke from the Creek Fire, but unfortunately it found us here anyway.  We tried making the best of it, and the kids enjoyed getting to skip stones and play in the river just off the road.  There are lots of hiking trails and opportunities to see wildlife in this area, and with the high elevation off of Tioga Rd, it's generally cooler in the area as well."
Second Beach Trail,4.5,"Crazy Name for a Beach, but Wonderful Beach",5.0 of 5 bubbles,"Traveling along Highway 101 from Port Angeles to the Hoh Rainforest you'll come across several beaches given only numbers as names. You don't want to miss a one -or more importantly Second Beach. A beautiful beach for a walk, picnic, or watching the sunset."
Second Beach Trail,4.5,Beautiful and serene,5.0 of 5 bubbles,"Beautiful beach at low tide (10:30 am). There were many rock formations, although the low tide was only -2.75"". The rocks had mussels and clams and sea urchins on them. We also saw an otter! The path to the beach is about a mile. As you enter the beach, if you go to the left, you may be able to walk out to the rock further out. We saw this later, so did not go in case the tide came in. "
Second Beach Trail,4.5,Lovely beach near La Push,4.0 of 5 bubbles,"First of all, after reading some of the reviews, I should mention that this is a review of Second Beach and not Beach 2."
Second Beach Trail,4.5,Beautiful summer visit but steep hike and climb At end,5.0 of 5 bubbles,Beautiful pacific beach on warm Saturday in July. Must have been 50 tents in beach filled with young people and families. Water warm enough to wade. Long beach to walk and photograph mid tide. Husband hurt knee had great difficulty climbing over large mounds of driftwood to get to sand.
Second Beach Trail,4.5,Fabulous stroll with a great reward,4.0 of 5 bubbles,A great find! Limited parking at the trailhead but understandably has overflow parking nearby. There is basic portable toilets at the trailhead.
Second Beach Trail,4.5,"Little Crowded, But Nice",4.0 of 5 bubbles,"Here's the deal with camping on La Push's Second Beach (also known simply as Second Beach, Forks in Clallam County): You park at the trailhead, which is always crowded on weekends, yet always has people leaving as well as coming. There is overflow parking, rarely needed. You don't need to get there early, just an hour before dark."
Second Beach Trail,4.5,Gorgeous Beach! Worth the hike down.....,5.0 of 5 bubbles,"What a beautiful place to simply hike the endless sandy beaches and relax. You will need to be mindful of the steep path to the beach, but it's worth it. A must see!"
Second Beach Trail,4.5,One of Earth's best places,5.0 of 5 bubbles,"This is truly one of Earth's best places.  This place has deep soulful meaning to my wife and I.  It's in the top 5 best bang for your hiking effort buck locations anywhere.  I actually love the fact that it takes about 20 minutes from the parking lot to the beach. Otherwise, I think 1000's of people would be there every day even though its a pretty remote location.  I could sit and stare at the sea stacks for days.  A sunset at this beach can change your life, if you are lucky enough to have the weather cooperate to provide you a sunset, and the sunrises are as good if not better.  Don't fret the full parking lot, remote location, short hike, and frequently difficult weather, just go to this place.  If you were a 20 minute walk from the Taj Mahal, Great Wall of China, Pyramids, or Mt Rushmore would you stay in the car?  You shouldn't here either and this is better than all of those."
Second Beach Trail,4.5,A must do while in ONP!,5.0 of 5 bubbles,We went here last week while in ONP. We arrived just over an hour before low tide which was perfect. The hike through the forest is another beautiful ONP hike. The fun part is when you pass through the trees and see the pile of driftwood to climb over and the beautiful beach and seastacks. Amazing view! Our day started cloudy with rain in the forecast but apparently that is true of most days there. As we reached the beach the sun came out and we had awesome weather. We visited the tidepools and saw a variety of anemone.  We live near the Atlantic but this was a beautiful beach not to be missed!
Second Beach Trail,4.5,Don't get the love for this place!,2.0 of 5 bubbles,"There were a lot of reviews that absolutely raved about this Beach, even some of the locals recommended it as their favorite.  One place (AAA tourbook? Don't remember) said it was .8 mile hike ""mostly level with some stairs at the end"".  Wow.  In whose universe?  Maybe athletic 20-somethings!  Yes, we're in our early 60's but we go to the gym 3x/wk, walk the dog 2 miles every day and yes we'd already hiked the Hall of Mosses Trail in the Hoh Rainforest and down to Ruby Beach before we hit this.  BUT STILL the trail was up hill, down dale over rocks and roots with a steep descent on giant steps and a logjam obstacle course at the end!  Yes it's a beautiful beach which is the only reason I don't give it a ""terrible"" review.  WORSE YET was the single unspeakably NASTY port-a-potty with no paper and no sanitizer in the parking lot at the head of the trail.  Not to mention that the parking lot was mobbed and the overflow parking was up yet another hill some distance away  Then nearly a mile hike back, all uphill.  Ruby Beach was so much better - shorter hike & really nice facilities, just less parking."
Rio Grande Trail,5.0,Perfect Summer Family Bike Ride,5.0 of 5 bubbles,"We rented bikes in town and rode out to the Rio Grande Trail.  It was an easy and scenic trail, perfect for our family.  We stopped several times along the way for a snack or just to admire the scenery.  They say bears are sometimes cited here this time of year.  We did spot some wildlife, but we did not run into any bears.   We were only gone a couple of hours.  We took our time and stopped off at the John Denver Sanctuary on the way back to town.  Great, family friendly, accessible bike or walking trail. "
Rio Grande Trail,5.0,A wonderful rail-trail in a beautiful location,5.0 of 5 bubbles,"We rented eBikes from Four Mountain Sports in Aspen, and bicycled the Rio Grande trail from Aspen almost to Basalt, stopping at Woody Creek Tavern on the way back.  The best part of the trail for us was between Aspen and Woody Creek, with the trail hugging the cliff side and the river far below, but wide enough to be safe and not stressful.  The surprise waterfall alongside the trail was a nice bonus.  People on the trail were friendly and happy and fun to talk with.  We also really liked the mid-mount Trek eBikes that simply assist your pedaling rather than act like a moped."
Rio Grande Trail,5.0,Just one of the Greatest Rides Ever !!!,5.0 of 5 bubbles,I Might of already wrote a Review on this Bike trail Before. But it is Simply one of our Favorites. Every year we Drive out from Fort Collins to go to My Sister's House in New Castle. Just so that we can Ride our Bikes on the Rio Grande Bike Trail. We Always wanted to Ride this Trail in October and this year we Finally Did. We came out the first week of October and the Colors were Fantastic. The Aspen Colors were amazing and I had to Stop Myself from taking so many Pictures so we could complete our Ride. We ride from Glenwood Springs to Aspen and Back. It's just over 80 Miles but such a FANTASTIC RIDE. We would Highly Recommend this Ride to Anyone. You just won't be Disappointed.
Rio Grande Trail,5.0,Enjoyed the ride on Rio Grande Trail,5.0 of 5 bubbles,"My husband and I cycled this trail from Carbondale to Aspen & back, almost 62 miles round trip, from 8:30am-3:45pm, Sat, Nov 4, 2023.  We walked Aspen for a bit and grabbed something to eat at Clark's Market, eating on picnic tables in the middle of that shopping center.  It's a really nice paved trail that mostly runs along the Roaring Fork River, but through open fields, parallelling highway 82, through the small towns of Woody Creek and Basalt.  It's a gradual uphill to Aspen and even though it's downhill back to Carbondale, it's still work both ways.  The last 5 miles into & out of Aspen are gravel and that area is at the bottom of a hill/mountain with signs to watch out for rock slides.  Since it had snowed the week before, some spots that don't see sun were still covered with frozen snow which made it hard to ride through as you could easily get caught in a rut and eat it.  There's a small waterfall along the trail outside Aspen, nothing special, but different.  We enjoyed the ride with views of the surrounding mountains & fields and would like to ride this trail in the fall, when the leaves are changing.  And next time we'll stop at Woody Creek Tavern (as recommended by reviews).  We only saw two portapotties along the trail but there's a nice facility in Aspen, can't miss it."
Rio Grande Trail,5.0,Enjoyable bike ride- open views,5.0 of 5 bubbles,Great paved trail. My wife and I road from Glenwood Springs down to Carbondale and back which was a perfect late morning ride. Small uphill grade all the way to Carbondale but then you get to coast back. Easy for relatively fit non-cyclists. Well-maintained and almost empty when we went on a Monday. Essentially no shade though- so make sure you have sunscreen.
Rio Grande Trail,5.0,Awesome bike ride,5.0 of 5 bubbles,"Rented comfort  NON  ebikes from aspen bikes (great store downtown aspen where we also rented paddle boards and cruised the sanctuary located  a few miles up the road) and road to the town of basalt. Beautiful easy 18 mile flat/ downhill ride, stopped at woodys for a drink and had lunch at the tipsy trout on the river in basalt. Rode our bikes to the bus station maybe a mile away and loaded our bikes on the bus for a free ride back to aspen. This is an absolute must, the prettiest part is as you are riding out of aspen but it was just a gorgeous 70 degree sunny day. My 15 yo son loved it."
Rio Grande Trail,5.0,Great Trail!,5.0 of 5 bubbles,"This is a great bike trail. Note, I rode it from Glenwood Springs to Carbondale and have not been on the Aspen end of it. From Glenwood Springs to Carbondale it is a low grade ascent. Trail is wide and family friendly. I missed a sign in Carbondale (I'm sure it was there and it was my own fault). I accidentally ended up by the Crystal River Trail south out of Carbondale and really enjoyed that. There are a few more ups and downs on the Crystal River Trail, but it is quieter with less nearby car traffic."
Rio Grande Trail,5.0,Incredible views,5.0 of 5 bubbles,We rented bikes to ride along the Rio Grande Trail in Aspen. The trailhead is easy to find. We enjoyed this trail so much that we went back a second time during our stay in Aspen. Much of the trail is along the river.
Rio Grande Trail,5.0,Walking vs. Biking the Trail,5.0 of 5 bubbles,"My husband and I just walked the Rio Grande Trail all the way from the John Denver Sanctuary (that was our starting point and a GORGEOUS and inspirational way to start the walk) to Woody Creek Tavern, about 8 miles away. It was a long walk but stunning. Most others we saw were biking the trail. I think very few people walk it. "
Rio Grande Trail,5.0,Not for the faint of heart,4.0 of 5 bubbles,"Reading these reviews I thought a bike ride through Rio Grande Trail to Woody Creek, then continuing on to Basalt would be a breeze, it was anything but.  Most of the views during the ride were fantastic although there are some points in the ride where there is not much to see and what there is to see seem to repeat,,,farm houses, small valleys, etc..."
Max Patch,5.0,Nice view,5.0 of 5 bubbles,"Max Patch is about a 40 minute drive from Hot Springs, half of that traveled on a gravel road. We did the loop hike and it was an easy hike with an awesome view at the top. Would love to see the sunrise or sunset. You can camp overnight at the top."
Max Patch,5.0,Trashed Out,1.0 of 5 bubbles,"The first time I went to Max Patch was around 1977. There was no parking lot. I think the AT had yet to be moved to go over the top of the bald. The last visit prior to today was about 2014. The parking lot was still usually empty. Still clean. Never saw tents there. Now it is trashed out with feces, used toilet paper, over crowded, no parking, unsafe. Do not go. "
Max Patch,5.0,Amazing View,5.0 of 5 bubbles,"Beautiful ride up to the parking lot. Last couple of miles gravel road. Last half mile was muddy-clayey due to overnight rain. Drive carefully. It’s a loops hike up about 1.5 miles. If you want to do a section of the Appalachian Trail, then take the left route up (sign says “easiest hike”) about 3/4 mile up it will be a T-section with wooden post.... take left to hike into AT. This section should be in and out hike.... about 3+ miles in you will come across AT Shelter. When you return back to the wooden post, keep going up to the summit..... open expanse of 360 degrees view of the mountains. Breath taking in every direction. Follow signs to go back down the summit towards the parking lot, which will be about 1.5 miles down. Love it all! "
Max Patch,5.0,Little getaway,5.0 of 5 bubbles,"What a view!! I have been wanting to visit for a few years now and for my birthday my husband took me.  The flowers were so pretty.  We went through the week, so it was not packed. It was kinda hot, we went mid August. The bald is absolutely breathtaking.  Remember to bring bug spray and some water."
Max Patch,5.0,Nice for a day hike.,4.0 of 5 bubbles,"Would not say it is our favorite hike, but it is a very ice day hike.  A ways from Hot Springs but worth the trip.  The mountain views from the more barren patch are spectacular.  But a very nice hike into the wilderness from there, including an over-night rest stop at one point."
Max Patch,5.0,Please carry out your trash!,5.0 of 5 bubbles,It's a beautiful spot with some of the best 360 views in NC. 
Max Patch,5.0,No order,3.0 of 5 bubbles,"Due to the fact we as well as other families, live up past Max Patch something needs to be done about parking. Ppl park just anywhere. Mostly just stop in the Rd and get out. I have see cars with dents down the side of them because ppl have no respect for others that have to try and get through this madness. A big 4x4 will leave tire marks down the side of your vehicles. It's not monitored by anyone. It says no camping but is loaded every night with tents, campfires and ppl just taking a poop anywhere and leaving it. The worst of it all is if anyone up on this mountain needed an emergency vehicle, most days there's no way one is getting through the madhouse on the Rd. He only parking lot holds about 10 to 12 cars. The other 20 to 30 vehicles just stop on in Rd because there is NO SIDE OF THE RD. The locals who live here hate what is happening here."
Max Patch,5.0,Easy hike if you take the correct trail,5.0 of 5 bubbles,"As you have undoubtedly read, this hike to the top of Max Patch is well worth your time. The view is unequalled in Western NC. "
Max Patch,5.0,"Too many people, but the views are nice",3.0 of 5 bubbles,"My husband and I and our 2 dogs hiked this area as a day hike. The views are incredible, but we like peace and quiet and it was far from it. The entire area was crowded with tents and people. Cars were parked up and down the road because the parking area was full. It was nice to have seen it, but we will not go back there. We found other nicer  hiking in the area."
Max Patch,5.0,Absolutely gorgeous,5.0 of 5 bubbles,"Awesome views driving up the mountain. My little 4 cylinder Civic had no issues getting up the gravel and dirt roads. Once we fought the altitude and got to the top, the views were stunning. "
Pinellas Trail,4.5,Absolutely wonderful trail,5.0 of 5 bubbles,"We rode many different ways on this trail. The length of Honeymoon Island / Dunedin Causeway and into the park ($2 per person if you enter park, which we did. Nice empty trail there.)  And from Causeway to Crystal Beach pier. And from Causeway to downtown Dunedin. It goes all the way to Tarpon from the Causeway too. It has a lot of variety and you see lots of marinas up that way. It's mostly flat so you can go longer than other long trails since it's less work. If you go from Causeway toward Tarpon, you can go over the highway on the bridge. That is a bit steep and more work but better than trying to cross 4 or so lanes of traffic staying below if it's a busy time of day. But at least they give you a choice. Just love the way this area is bike friendly. "
Pinellas Trail,4.5,About 45 miles in total end to end,5.0 of 5 bubbles,"At the time of writing - December 2022 - the trail actually runs from downtown St Petersburg on 1st Avenue and 1st Street to just beyond East Lake Road beyond Tarpon Springs. At this point the marked trail ends, but cycle lanes are available albeit on the edge of multi lane roads.  In total about 45 marked miles from St Pete to East Lake Road.  Do not believe any of the other numbers put out there on the web."
Pinellas Trail,4.5,A great experience,4.0 of 5 bubbles,There’s so much to see and do along this trail. We travelled by E-bike so we were able to cover about 25 of the 38 miles. The only negative- we ran in to 2 jerks in our week stay in Dunedin- both on the trail. Each jerk was on their high dollar racing bikes and made rude passing comments. That group thinks they own the trail and they take themselves way too seriously. The trail is for everyone’s pleasure. 
Pinellas Trail,4.5,E-bikes from Dunedin to Tarpon Springs,5.0 of 5 bubbles,"We rode from Dunedin to Tapon Spings on rented e bikes (from the Bicycle Boutique). What a great time! We rented for 3 hours and that allowed us time to visit Hellas bakery for Baklava, take out spanakopita from Mamas, and shop for some sponges. We could have spent another hour there but needed to get back. We averaged 16 mph but the e-bikes can really fly! We felt like we were cheating as we passed other bikers, but it was a fun outing."
Pinellas Trail,4.5,Dunedin section,5.0 of 5 bubbles,"My husband and I walked just a short portion of the trail while visiting Dunedin over Labor Day weekend and were very impressed with the amount of people that are using it. People walk, bike, run, and traffic does give way for people when they come to intersections. Very impressive trail"
Pinellas Trail,4.5,GREAT COMMUNITY OFFERING ,5.0 of 5 bubbles,This path is hard to beat. A great addition to any community. All towns should work to have an amenity like this. It is a draw for people of all types and thus supports many types of other business.  Great job!!
Pinellas Trail,4.5,Whew!,5.0 of 5 bubbles,"Whew! Have really enjoyed using this trail both for recreation and for getting places!  Beautiful to be out and getting some fresh air!  Along the path I take are homes, businesses, a school, and parks, such as Wall Springs Park (restrooms). The trail is provides for two-way bike traffic and a pathway for walkers.  As for access, I am a resident, not a tourist, and I'm able to come from my home. Others also converge onto the trail from their communities. Some people park at neighboring parking lots. Some park along the road. There are places along the way to stop for refreshments, and that would include restrooms. I would encourage people with bicycles to take the trail; not sure how it is for those going by foot."
